,uid,zoom,year,work,lffj,unemployed,student,home_fam,retired,sick_dis,stat_other,stat_total
899,E12037,edist,2016,405,6,56,82,83,108,40,3,783
900,E12038,edist,2016,291,2,54,58,58,81,22,3,569
901,E12039,edist,2016,168,0,28,32,36,55,14,0,333
902,E12040,edist,2016,230,3,27,50,44,57,19,1,431
903,E12041,edist,2016,320,3,38,83,69,105,16,0,634
904,E12042,edist,2016,2608,60,682,471,493,542,296,13,5165
905,E12043,edist,2016,196,4,16,34,43,57,16,1,367
906,E12044,edist,2016,68,2,13,18,15,19,4,0,139
907,E12045,edist,2016,338,7,34,78,64,97,26,4,648
908,E12046,edist,2016,146,4,16,30,43,61,16,0,316
909,E12047,edist,2016,71,0,6,13,16,19,2,0,127
910,E12048,edist,2016,64,1,11,15,13,21,3,0,128
911,E12049,edist,2016,77,1,14,19,19,21,4,1,156
912,E12050,edist,2016,290,4,29,55,62,70,18,2,530
913,E12051,edist,2016,142,3,5,35,39,54,12,0,290
914,E12052,edist,2016,223,3,23,54,46,45,12,0,406
915,E12053,edist,2016,115,1,15,24,26,39,6,1,227
916,E12054,edist,2016,233,3,16,158,39,58,11,2,520
917,E12055,edist,2016,56,0,5,14,24,11,1,0,111
918,E12056,edist,2016,333,10,77,59,80,153,39,5,756
919,E12057,edist,2016,96,1,13,17,16,26,3,0,172
920,E12058,edist,2016,41,0,6,11,12,17,0,1,88
921,E12059,edist,2016,272,3,16,56,36,48,14,2,447
922,E12060,edist,2016,157,6,21,31,33,31,15,1,295
923,E12061,edist,2016,145,1,21,36,25,35,10,1,274
924,E12062,edist,2016,640,2,55,138,99,166,52,5,1157
925,E12063,edist,2016,1364,31,306,332,299,498,220,11,3061
926,E12064,edist,2016,221,2,25,37,43,58,24,1,411
927,E12065,edist,2016,557,17,113,129,123,138,58,4,1139
928,E12066,edist,2016,104,1,12,24,26,24,12,1,204
929,E12067,edist,2016,347,1,18,78,46,78,11,2,581
930,E12068,edist,2016,670,4,73,147,116,132,51,5,1198
931,E12069,edist,2016,144,1,11,35,30,30,12,0,263
932,E12070,edist,2016,252,1,22,53,39,66,21,0,454
933,E12071,edist,2016,153,1,12,27,29,29,13,1,265
934,E12072,edist,2016,245,0,17,56,38,50,11,1,418
935,E12073,edist,2016,520,6,44,101,104,125,51,2,953
936,E12074,edist,2016,121,1,7,18,14,30,7,0,198
937,E12075,edist,2016,319,4,35,65,40,64,32,0,559
938,E12076,edist,2016,94,1,16,16,29,14,10,0,180
939,E12077,edist,2016,61,0,6,16,14,14,4,0,115
940,E12078,edist,2016,851,18,165,186,203,264,145,9,1841
941,E12079,edist,2016,288,9,35,74,53,74,24,2,559
942,E12080,edist,2016,147,2,35,22,39,52,26,0,323
943,E12081,edist,2016,168,2,12,32,49,43,16,2,324
944,E12082,edist,2016,165,3,16,42,35,36,12,0,309
945,E12083,edist,2016,567,6,57,141,96,206,39,3,1115
946,E12084,edist,2016,353,3,27,62,45,64,21,1,576
947,E12085,edist,2016,116,0,17,19,18,28,5,0,203
948,E12086,edist,2016,177,1,12,49,32,49,14,0,334
949,E12087,edist,2016,1377,29,183,232,189,202,62,8,2282
950,E13001,edist,2016,1730,42,402,344,290,719,204,23,3754
951,E13002,edist,2016,1222,52,352,228,180,454,184,25,2697
952,E13003,edist,2016,2707,79,563,1008,442,702,221,172,5894
953,E13004,edist,2016,338,1,27,61,46,78,15,1,567
954,E13005,edist,2016,96,0,13,43,23,22,4,1,202
955,E13006,edist,2016,258,3,26,58,31,53,7,2,438
956,E13007,edist,2016,338,2,33,82,61,78,13,0,607
957,E13008,edist,2016,319,2,32,56,49,73,23,0,554
958,E13009,edist,2016,399,4,28,91,57,102,18,1,700
959,E13010,edist,2016,153,3,8,47,30,47,15,1,304
960,E13011,edist,2016,202,1,11,37,27,38,8,0,324
961,E13012,edist,2016,1272,26,194,242,177,359,108,9,2387
962,E13013,edist,2016,285,6,24,66,44,53,14,0,492
963,E13014,edist,2016,1296,20,109,272,174,322,74,8,2275
964,E13015,edist,2016,69,3,8,16,10,16,9,1,132
965,E13016,edist,2016,295,2,28,73,48,81,17,2,546
966,E13017,edist,2016,129,2,12,20,20,26,7,1,217
967,E13018,edist,2016,187,2,26,19,34,40,12,1,321
968,E13019,edist,2016,289,9,40,61,61,58,29,0,547
969,E13020,edist,2016,105,1,1,23,18,34,5,0,187
970,E13021,edist,2016,116,1,11,26,19,25,12,0,210
971,E13022,edist,2016,175,3,19,34,23,32,13,2,301
972,E13023,edist,2016,45,0,6,10,11,13,2,0,87
973,E13024,edist,2016,83,0,11,8,13,28,8,1,152
974,E13025,edist,2016,56,0,13,9,11,10,0,0,99
975,E13026,edist,2016,47,2,13,17,13,14,7,1,114
976,E13027,edist,2016,93,0,11,18,20,35,9,0,186
977,E13028,edist,2016,128,1,16,20,28,34,18,1,246
978,E13029,edist,2016,104,1,20,20,24,31,11,0,211
979,E13030,edist,2016,75,0,8,14,14,18,9,0,138
980,E13031,edist,2016,42,0,7,4,13,11,4,1,82
981,E13032,edist,2016,143,5,24,27,33,38,17,0,287
982,E13033,edist,2016,87,2,25,23,31,49,6,0,223
983,E13034,edist,2016,69,1,5,9,14,21,1,1,121
984,E13035,edist,2016,118,5,23,31,22,25,15,1,240
985,E13036,edist,2016,111,0,15,27,22,24,8,1,208
986,E13037,edist,2016,101,6,11,26,18,30,12,2,206
987,E13038,edist,2016,190,3,32,40,40,36,18,1,360
988,E13039,edist,2016,190,2,39,28,28,55,21,1,364
989,E13040,edist,2016,114,0,18,26,22,34,13,1,228
990,E13041,edist,2016,374,17,89,81,91,93,53,2,800
991,E13042,edist,2016,93,0,9,19,20,32,7,0,180
992,E13043,edist,2016,162,0,19,45,32,46,12,2,318
993,E13044,edist,2016,166,0,18,32,22,40,10,0,288
994,E13045,edist,2016,112,2,18,14,19,37,7,0,209
995,E13046,edist,2016,73,0,25,9,16,30,8,2,163
996,E13047,edist,2016,423,6,50,89,85,93,29,1,776
997,E13048,edist,2016,180,2,22,37,34,43,10,3,331
998,E13049,edist,2016,88,0,5,25,14,24,4,0,160
999,E13050,edist,2016,467,15,124,111,110,188,62,7,1084
1000,E13051,edist,2016,173,3,17,42,43,31,19,0,328
1001,E13052,edist,2016,131,0,16,31,23,32,27,2,262
1002,E13053,edist,2016,111,0,8,24,21,33,7,1,205
1003,E13054,edist,2016,193,3,29,108,30,46,16,1,426
1004,E13055,edist,2016,278,6,44,50,68,87,22,1,556
1005,E13056,edist,2016,151,1,15,20,17,34,4,2,244
1006,E13057,edist,2016,216,2,27,54,56,43,15,3,416
1007,E13058,edist,2016,326,4,39,86,51,107,13,0,626
1008,E13059,edist,2016,159,0,12,31,22,41,8,0,273
1009,E13060,edist,2016,395,1,34,65,53,127,28,0,703
1010,E13061,edist,2016,592,10,120,177,134,178,70,5,1286
1011,E13062,edist,2016,291,2,37,65,63,98,14,1,571
1012,E13063,edist,2016,148,1,7,44,19,22,8,1,250
1013,E13064,edist,2016,156,0,22,32,21,31,7,1,270
1014,E13065,edist,2016,238,2,34,71,43,83,28,4,503
1015,E13066,edist,2016,196,1,28,44,32,49,13,1,364
1016,E13067,edist,2016,117,2,11,29,22,29,5,0,215
1017,E13068,edist,2016,93,2,9,19,23,40,9,0,195
1018,E13069,edist,2016,95,0,13,20,11,22,10,0,171
1019,E13070,edist,2016,173,3,16,54,41,36,16,1,340
1020,E13071,edist,2016,191,0,6,55,27,44,7,1,331
1021,E13072,edist,2016,75,2,2,7,16,28,10,2,142
1022,E13073,edist,2016,106,1,8,19,18,33,15,1,201
1023,E13074,edist,2016,247,5,17,54,48,40,17,1,429
1024,E13075,edist,2016,299,0,29,87,53,70,15,1,554
1025,E13076,edist,2016,237,3,23,64,38,76,13,2,456
1026,E13077,edist,2016,185,1,20,30,27,45,11,0,319
1027,E13078,edist,2016,58,0,2,7,7,16,7,0,97
1028,E13079,edist,2016,666,16,107,111,118,157,53,4,1232
1029,E13080,edist,2016,211,5,58,55,36,80,27,5,477
1030,E13081,edist,2016,148,2,18,35,29,36,12,2,282
1031,E13082,edist,2016,704,11,109,130,148,196,64,12,1374
1032,E13083,edist,2016,1089,21,199,254,226,145,115,10,2059
1033,E13084,edist,2016,251,3,25,43,44,67,12,1,446
1034,E13086,edist,2016,73,1,13,19,21,21,7,0,155
1035,E13087,edist,2016,153,2,12,29,26,44,14,0,280
1036,E13088,edist,2016,103,2,21,32,27,32,12,1,230
1037,E13089,edist,2016,4392,83,735,896,625,836,353,32,7952
1038,E13090,edist,2016,1739,81,793,363,418,637,286,28,4345
1039,E13091,edist,2016,1842,59,362,291,269,619,123,8,3573
1040,E13092,edist,2016,266,2,28,40,44,101,33,2,516
1041,E13093,edist,2016,89,2,5,20,23,28,7,0,174
1042,E13094,edist,2016,199,3,6,46,25,74,10,4,367
1043,E13095,edist,2016,138,0,14,26,20,45,12,0,255
1044,E13096,edist,2016,201,5,29,59,39,41,21,3,398
1045,E13097,edist,2016,128,0,10,22,18,41,10,0,229
1046,E13098,edist,2016,159,1,15,28,18,34,9,1,265
1047,E13099,edist,2016,219,3,12,64,29,48,7,1,383
1048,E13100,edist,2016,99,0,7,15,16,39,7,1,184
1049,E13101,edist,2016,151,3,22,18,18,31,7,2,252
1050,E13102,edist,2016,94,0,7,21,19,23,7,1,172
1051,E13103,edist,2016,159,0,18,27,36,31,16,1,288
1052,E13104,edist,2016,170,3,25,33,22,49,10,0,312
1053,E13105,edist,2016,179,2,17,32,19,57,8,1,315
1054,E13106,edist,2016,123,1,11,30,29,28,8,0,230
1055,E14001,edist,2016,822,75,314,124,203,559,193,8,2298
1056,E14002,edist,2016,1315,52,433,219,287,615,234,6,3161
1057,E14003,edist,2016,256,18,96,50,34,57,15,1,527
1058,E14004,edist,2016,593,10,144,92,99,347,134,8,1427
1059,E14005,edist,2016,1494,37,395,287,294,686,277,19,3489
1060,E14006,edist,2016,501,17,134,72,58,204,81,1,1068
1061,E14007,edist,2016,328,2,48,45,69,88,31,1,612
1062,E14008,edist,2016,186,2,13,35,39,46,10,0,331
1063,E14009,edist,2016,491,11,78,117,101,120,44,1,963
1064,E14010,edist,2016,650,14,119,111,108,151,55,4,1212
1065,E14011,edist,2016,188,1,26,48,48,44,17,2,374
1066,E14012,edist,2016,283,2,53,50,51,90,25,0,554
1067,E14013,edist,2016,445,7,93,101,95,138,47,0,926
1068,E14014,edist,2016,546,1,77,121,85,159,43,4,1036
1069,E14015,edist,2016,388,5,46,58,73,108,19,6,703
1070,E14016,edist,2016,198,2,19,26,34,42,17,2,340
1071,E14017,edist,2016,469,3,54,104,79,147,36,2,894
1072,E14018,edist,2016,310,8,46,70,79,104,31,2,650
1073,E14019,edist,2016,438,19,108,93,125,136,50,5,974
1074,E14020,edist,2016,538,3,91,129,109,233,63,3,1169
1075,E14021,edist,2016,3476,134,938,710,792,1090,532,26,7698
1076,E14022,edist,2016,586,18,126,94,158,161,63,4,1210
1077,E14023,edist,2016,161,2,21,35,33,34,12,1,299
1078,E14024,edist,2016,264,3,44,57,69,60,29,3,529
1079,E14025,edist,2016,461,2,46,69,75,127,30,1,811
1080,E14026,edist,2016,597,8,83,114,102,123,40,4,1071
1081,E14027,edist,2016,399,2,53,49,63,103,21,1,691
1082,E14028,edist,2016,196,0,27,31,39,64,14,0,371
1083,E14029,edist,2016,192,0,16,29,36,68,19,1,361
1084,E14030,edist,2016,470,4,63,77,70,115,36,1,836
1085,E14031,edist,2016,176,0,23,35,36,53,10,0,333
1086,E14032,edist,2016,778,26,255,139,202,319,72,4,1795
1087,E14033,edist,2016,183,5,22,29,45,54,16,0,354
1088,E14034,edist,2016,313,5,30,51,66,55,20,2,542
1089,E14035,edist,2016,202,1,21,46,44,40,24,0,378
1090,E14036,edist,2016,425,6,50,80,87,108,26,0,782
1091,E14037,edist,2016,402,5,58,70,88,91,29,3,746
1092,E14038,edist,2016,303,2,43,51,57,74,27,2,559
1093,E14039,edist,2016,1217,23,341,262,285,448,177,7,2760
1094,E14040,edist,2016,215,6,30,34,48,48,12,1,394
1095,E14041,edist,2016,238,3,30,37,51,61,26,1,447
1096,E14042,edist,2016,422,15,82,90,108,117,55,2,891
1097,E14043,edist,2016,158,1,22,24,39,47,14,0,305
1098,E14044,edist,2016,316,5,53,83,70,86,37,0,650
1099,E14045,edist,2016,315,1,55,93,72,107,23,1,667
1100,E14046,edist,2016,490,1,37,95,90,124,27,3,867
1101,E14047,edist,2016,159,0,31,31,39,69,12,0,341
1102,E14048,edist,2016,448,3,75,94,94,123,43,2,882
1103,E14049,edist,2016,1048,11,176,225,213,369,107,27,2176
1104,E14050,edist,2016,211,8,24,45,58,52,18,3,419
1105,E14051,edist,2016,2635,50,533,467,497,528,197,13,4920
1106,E14052,edist,2016,1333,27,328,236,287,501,161,13,2886
1107,E14053,edist,2016,125,1,11,19,26,39,9,0,230
1108,E14054,edist,2016,405,3,63,90,113,123,48,2,847
1109,E14055,edist,2016,327,3,48,82,69,74,12,0,615
1110,E14056,edist,2016,208,4,24,40,59,75,17,0,427
1111,E14057,edist,2016,201,2,73,46,42,64,24,1,453
1112,E14058,edist,2016,189,1,21,43,33,51,8,1,347
1113,E14059,edist,2016,390,4,55,66,73,70,16,2,676
1114,E14060,edist,2016,333,2,39,46,69,82,22,2,595
1115,E14061,edist,2016,276,2,27,62,65,63,15,1,511
1116,E14062,edist,2016,265,3,28,55,58,40,8,0,457
1117,E14063,edist,2016,301,2,43,67,70,82,34,1,600
1118,E14064,edist,2016,380,3,49,77,84,85,28,1,707
1119,E14065,edist,2016,218,6,52,36,51,58,13,0,434
1120,E14066,edist,2016,290,2,62,48,74,88,17,1,582
1121,E14067,edist,2016,469,7,73,82,108,231,38,1,1009
1122,E14068,edist,2016,38,0,7,7,10,5,3,0,70
1123,E14069,edist,2016,246,1,29,39,53,70,19,0,457
1124,E14070,edist,2016,224,4,22,38,44,63,12,1,408
1125,E14071,edist,2016,214,2,34,48,60,60,25,2,445
1126,E14072,edist,2016,348,9,62,74,82,95,34,1,705
1127,E14073,edist,2016,186,3,20,41,29,36,10,2,327
1128,E14074,edist,2016,126,2,11,28,18,39,10,2,236
1129,E14075,edist,2016,327,5,54,77,67,138,27,1,696
1130,E14076,edist,2016,242,4,25,42,46,54,20,3,436
1131,E14077,edist,2016,216,2,25,41,44,64,14,1,407
1132,E14078,edist,2016,141,1,21,32,39,27,9,0,270
1133,E14079,edist,2016,280,5,43,56,43,98,29,3,557
1134,E14080,edist,2016,262,5,67,84,78,145,34,1,676
1135,E14081,edist,2016,217,4,32,51,53,76,27,1,461
1136,E14082,edist,2016,1476,54,326,290,273,373,113,5,2910
1137,E14083,edist,2016,317,5,20,67,48,72,19,1,549
1138,E14084,edist,2016,197,3,34,46,33,35,8,0,356
1139,E14085,edist,2016,323,9,43,63,59,132,26,1,656
1140,E14086,edist,2016,98,0,6,20,20,30,3,0,177
1141,E14087,edist,2016,187,0,11,34,32,39,13,1,317
1142,E14088,edist,2016,224,0,23,56,55,101,17,2,478
1143,E14089,edist,2016,626,12,101,122,128,180,67,7,1243
1144,E14090,edist,2016,256,1,17,57,44,79,14,3,471
1145,E14091,edist,2016,232,4,25,40,50,72,18,1,442
1146,E14092,edist,2016,1164,18,160,215,160,336,102,4,2159
1147,E14093,edist,2016,360,4,45,72,72,155,34,0,742
1148,E14094,edist,2016,255,4,24,53,53,99,19,2,509
1149,E14095,edist,2016,223,2,15,37,51,52,10,1,391
1150,E14096,edist,2016,189,8,30,35,48,63,23,3,399
1151,E14097,edist,2016,426,8,74,71,95,153,41,2,870
1152,E14098,edist,2016,323,4,39,59,82,104,30,0,641
1153,E14099,edist,2016,765,3,44,157,121,244,45,2,1381
1154,E14100,edist,2016,472,9,64,104,68,163,49,2,931
1155,E14101,edist,2016,253,1,45,44,54,74,17,5,493
1156,E14102,edist,2016,310,3,51,94,51,127,25,0,661
1157,E14103,edist,2016,233,0,18,65,32,58,21,0,427
1158,E14104,edist,2016,207,3,26,36,40,38,21,1,372
1159,E14105,edist,2016,193,3,22,40,51,85,24,0,418
1160,E14106,edist,2016,140,1,14,29,17,32,5,1,239
1161,E14107,edist,2016,215,2,29,36,49,45,23,2,401
1162,E14108,edist,2016,184,4,21,46,35,49,14,2,355
1163,E14109,edist,2016,351,2,46,77,71,119,29,1,696
1164,E14110,edist,2016,303,3,28,54,46,62,22,0,518
1165,E14111,edist,2016,829,32,157,143,191,284,97,7,1740
1166,E14112,edist,2016,334,2,38,71,64,142,23,4,678
1167,E14113,edist,2016,350,3,62,70,73,157,24,5,744
1168,E14114,edist,2016,238,3,44,37,53,98,32,2,507
1169,E14115,edist,2016,247,2,30,38,47,81,23,1,469
1170,E14116,edist,2016,230,2,29,29,32,51,17,1,391
1171,E14117,edist,2016,734,9,83,175,120,178,73,3,1375
1172,E14118,edist,2016,749,9,117,124,166,421,62,10,1658
1173,E14119,edist,2016,847,14,139,117,146,410,87,2,1762
1174,E14120,edist,2016,215,3,30,35,40,76,22,1,422
1175,E14121,edist,2016,335,25,94,63,103,121,51,1,793
1176,E14122,edist,2016,229,3,42,51,42,86,28,0,481
1177,E14123,edist,2016,5026,83,818,885,840,1601,553,29,9835
1178,E14124,edist,2016,222,4,29,37,41,45,15,0,393
1179,E15001,edist,2016,3602,73,886,772,762,985,471,26,7577
1180,E15002,edist,2016,1184,17,274,213,208,295,112,10,2313
1181,E15003,edist,2016,763,13,136,112,101,221,123,11,1480
1182,E15004,edist,2016,2791,30,243,551,377,1133,230,6,5361
1183,E15005,edist,2016,2751,31,306,559,416,1071,179,18,5331
1184,E15006,edist,2016,841,29,285,224,172,220,133,6,1910
1185,E15007,edist,2016,2602,66,550,535,494,927,264,17,5455
1186,E15008,edist,2016,58,3,6,13,14,10,3,2,109
1187,E15009,edist,2016,1002,24,212,248,215,321,87,10,2119
1188,E15010,edist,2016,2003,23,224,367,310,407,101,5,3440
1189,E15011,edist,2016,900,3,68,154,149,139,42,4,1459
1190,E15012,edist,2016,174,3,23,31,39,52,7,1,330
1191,E15013,edist,2016,224,2,33,33,38,58,13,2,403
1192,E15014,edist,2016,510,10,128,110,99,140,44,4,1045
1193,E15015,edist,2016,86,0,9,12,21,17,4,0,149
1194,E15016,edist,2016,123,4,8,19,26,24,6,0,210
1195,E15017,edist,2016,332,6,26,68,63,73,14,1,583
1196,E15018,edist,2016,147,0,13,15,27,36,12,1,251
1197,E15019,edist,2016,110,0,11,29,21,25,4,0,200
1198,E15020,edist,2016,121,0,12,21,23,32,6,0,215
1199,E15021,edist,2016,443,2,29,88,85,129,23,1,800
1200,E15022,edist,2016,350,5,41,67,56,97,17,2,635
1201,E15023,edist,2016,78,1,7,19,16,8,4,1,134
1202,E15024,edist,2016,179,5,20,28,38,86,9,2,367
1203,E15025,edist,2016,138,2,13,13,21,31,8,0,226
1204,E15026,edist,2016,197,2,31,38,40,46,11,1,366
1205,E15027,edist,2016,197,1,15,23,34,42,7,1,320
1206,E15028,edist,2016,191,3,16,31,43,46,12,2,344
1207,E15029,edist,2016,203,2,17,48,64,36,12,4,386
1208,E15030,edist,2016,136,1,10,29,29,43,14,0,262
1209,E15031,edist,2016,112,1,17,16,14,27,5,2,194
1210,E15032,edist,2016,2488,31,208,522,436,676,151,15,4527
1211,E15033,edist,2016,1249,11,92,347,219,356,60,7,2341
1212,E15034,edist,2016,2980,29,207,750,501,1186,127,15,5795
1213,E15035,edist,2016,6362,69,705,1479,960,1383,397,47,11402
1214,E15036,edist,2016,369,5,20,104,59,83,12,0,652
1215,E15037,edist,2016,170,0,17,24,31,37,4,0,283
1216,E15038,edist,2016,532,4,87,103,116,128,68,3,1041
1217,E15039,edist,2016,672,6,130,104,149,220,60,6,1347
1218,E15040,edist,2016,287,4,70,43,60,104,33,10,611
1219,E15041,edist,2016,255,2,44,56,61,60,9,2,489
1220,E15042,edist,2016,153,3,22,21,21,27,8,1,256
1221,E15043,edist,2016,212,2,23,41,42,39,14,0,373
1222,E15044,edist,2016,449,10,48,85,88,110,21,1,812
1223,E15045,edist,2016,149,2,34,16,31,31,7,0,270
1224,E15046,edist,2016,379,6,54,47,46,60,18,2,612
1225,E15047,edist,2016,149,0,11,25,24,39,4,0,252
1226,E15048,edist,2016,198,2,42,31,34,48,26,0,381
1227,E15049,edist,2016,335,1,23,49,64,147,18,1,638
1228,E15050,edist,2016,358,4,52,93,65,94,29,3,698
1229,E15051,edist,2016,199,4,18,64,26,54,9,1,375
1230,E15052,edist,2016,172,2,26,44,30,40,16,3,333
1231,E15053,edist,2016,121,0,17,22,17,37,5,4,223
1232,E15054,edist,2016,1161,19,179,239,188,291,62,5,2144
1233,E15055,edist,2016,312,5,55,43,64,172,32,57,740
1234,E15056,edist,2016,4932,47,368,732,691,675,192,17,7654
1235,E15057,edist,2016,449,4,49,97,76,127,24,1,827
1236,E15058,edist,2016,108,0,13,20,19,24,6,0,190
1237,E15059,edist,2016,146,0,5,32,19,29,4,0,235
1238,E15060,edist,2016,1032,8,117,179,148,269,95,6,1854
1239,E15061,edist,2016,1807,19,176,337,262,371,117,10,3099
1240,E15062,edist,2016,276,2,26,44,50,72,13,3,486
1241,E15063,edist,2016,937,19,189,192,185,332,100,5,1959
1242,E15064,edist,2016,563,4,69,85,102,121,28,1,973
1243,E15065,edist,2016,149,0,7,27,31,33,4,2,253
1244,E15066,edist,2016,3294,46,461,705,570,613,189,15,5893
1245,E15067,edist,2016,104,3,16,12,24,13,15,0,187
1246,E15068,edist,2016,164,3,24,29,38,48,15,1,322
1247,E15069,edist,2016,103,4,7,21,17,19,4,0,175
1248,E15070,edist,2016,78,0,13,15,18,20,4,2,150
1249,E15071,edist,2016,608,20,139,120,143,209,74,6,1319
1250,E15072,edist,2016,115,1,8,26,16,36,24,0,226
1251,E15073,edist,2016,190,1,22,41,40,51,26,2,373
1252,E15074,edist,2016,241,5,39,38,58,64,12,2,459
1253,E15075,edist,2016,79,0,6,15,19,25,3,0,147
1254,E15076,edist,2016,157,0,13,21,25,36,7,3,262
1255,E15077,edist,2016,139,0,24,25,29,33,16,2,268
1256,E15078,edist,2016,197,2,11,33,29,44,15,1,332
1257,E15079,edist,2016,63,1,9,3,14,16,6,0,112
1258,E15080,edist,2016,118,3,10,28,24,23,13,1,220
1259,E15081,edist,2016,236,6,43,48,46,53,19,4,455
1260,E15082,edist,2016,590,10,95,117,124,167,54,2,1159
1261,E16001,edist,2016,507,14,153,117,88,246,72,9,1206
1262,E16002,edist,2016,647,20,246,135,119,203,117,2,1489
1263,E16003,edist,2016,100,1,11,14,12,52,7,0,197
1264,E16004,edist,2016,584,11,130,80,82,343,72,5,1307
1265,E16005,edist,2016,761,22,299,175,159,495,169,11,2091
1266,E16006,edist,2016,192,3,14,37,37,86,9,4,382
1267,E16007,edist,2016,44,1,6,11,10,13,2,0,87
1268,E16009,edist,2016,43,2,2,1,13,29,0,1,91
1269,E16010,edist,2016,187,0,22,36,26,79,6,0,356
1270,E16011,edist,2016,68,0,10,11,15,15,7,0,126
1271,E16012,edist,2016,418,4,57,75,55,197,26,7,839
1272,E16013,edist,2016,43,1,4,3,9,5,3,1,69
1273,E16014,edist,2016,84,0,8,16,17,22,6,1,154
1274,E16015,edist,2016,62,0,3,5,13,17,1,0,101
1275,E16016,edist,2016,58,0,1,2,7,15,1,0,84
1276,E16018,edist,2016,154,2,17,19,18,29,4,0,243
1277,E16019,edist,2016,551,5,62,109,78,186,33,2,1026
1278,E16020,edist,2016,88,5,5,13,13,19,10,0,153
1279,E16021,edist,2016,152,2,16,36,25,36,4,0,271
1280,E16022,edist,2016,75,2,9,13,14,29,3,0,145
1281,E16023,edist,2016,149,0,18,12,14,25,7,1,226
1282,E16024,edist,2016,109,0,13,19,12,42,4,1,200
1283,E16025,edist,2016,273,1,46,58,50,90,27,1,546
1284,E16026,edist,2016,1267,10,141,249,173,379,84,7,2310
1285,E16027,edist,2016,4446,71,616,929,572,1137,331,26,8128
1286,E16028,edist,2016,453,4,28,63,71,58,16,1,694
1287,E16029,edist,2016,901,4,66,178,110,189,32,6,1486
1288,E16030,edist,2016,397,7,30,184,42,163,22,2,847
1289,E16031,edist,2016,142,2,10,29,23,36,9,0,251
1290,E16032,edist,2016,7598,115,1018,1341,995,1900,510,44,13521
1291,E16033,edist,2016,122,4,6,19,26,32,6,0,215
1292,E16034,edist,2016,324,1,27,77,48,64,11,0,552
1293,E16035,edist,2016,332,1,28,67,43,98,13,1,583
1294,E16036,edist,2016,304,2,12,61,32,52,7,1,471
1295,E16037,edist,2016,384,3,32,86,62,82,8,1,658
1296,E16038,edist,2016,209,2,10,54,30,54,7,0,366
1297,E16039,edist,2016,113,2,13,12,17,44,4,0,205
1298,E16040,edist,2016,900,10,113,123,124,277,54,12,1613
1299,E16041,edist,2016,1165,17,135,192,161,209,70,3,1952
1300,E16042,edist,2016,317,2,17,65,47,81,8,2,539
1301,E16043,edist,2016,512,7,44,114,86,128,25,0,916
1302,E16044,edist,2016,279,4,18,58,51,76,13,2,501
1303,E16045,edist,2016,404,4,32,61,57,199,34,2,793
1304,E16046,edist,2016,225,5,25,44,40,66,16,0,421
1305,E16047,edist,2016,94,4,4,17,9,30,2,0,160
1306,E16048,edist,2016,298,1,44,61,56,95,11,6,572
1307,E16049,edist,2016,169,1,11,16,29,51,11,0,288
1308,E16050,edist,2016,153,2,19,36,33,60,9,0,312
1309,E16051,edist,2016,85,0,3,16,17,38,3,0,162
1310,E16052,edist,2016,117,0,7,36,23,37,6,1,227
1311,E16053,edist,2016,98,0,11,30,29,35,5,1,209
1312,E16054,edist,2016,895,8,175,155,149,372,82,8,1844
1313,E16055,edist,2016,86,0,10,23,13,22,3,1,158
1314,E16056,edist,2016,159,2,30,31,25,64,12,0,323
1315,E16057,edist,2016,133,2,11,17,16,39,5,1,224
1316,E16058,edist,2016,432,5,32,64,48,94,12,4,691
1317,E16059,edist,2016,57,0,9,9,10,27,2,0,114
1318,E16060,edist,2016,156,0,12,26,20,75,12,0,301
1319,E16061,edist,2016,118,0,12,12,17,34,8,2,203
1320,E16062,edist,2016,131,5,17,24,27,31,3,0,238
1321,E16063,edist,2016,649,11,107,109,106,297,57,1,1337
1322,E16064,edist,2016,314,2,25,61,41,105,11,1,560
1323,E16065,edist,2016,66,0,10,8,9,18,11,2,124
1324,E16066,edist,2016,92,1,10,24,20,34,8,2,191
1325,E16067,edist,2016,312,1,14,50,39,59,8,0,483
1326,E16068,edist,2016,102,0,5,15,17,49,6,0,194
1327,E16069,edist,2016,176,3,17,39,27,65,18,1,346
1328,E16070,edist,2016,157,0,11,26,33,37,6,3,273
1329,E16071,edist,2016,368,4,43,70,66,121,31,1,704
1330,E16072,edist,2016,126,2,24,18,17,63,5,0,255
1331,E16073,edist,2016,125,1,14,20,22,38,7,0,227
1332,E16074,edist,2016,238,8,12,42,48,61,10,0,419
1333,E16075,edist,2016,284,2,16,47,30,56,16,0,451
1334,E16076,edist,2016,83,0,3,5,16,24,1,1,133
1335,E16077,edist,2016,87,3,9,21,17,24,6,0,167
1336,E16078,edist,2016,170,3,27,36,38,57,17,0,348
1337,E16079,edist,2016,143,0,14,23,26,51,9,0,266
1338,E16080,edist,2016,219,5,26,38,23,77,26,0,414
1339,E16081,edist,2016,189,4,14,45,28,57,12,0,349
1340,E16082,edist,2016,328,1,58,50,45,117,25,4,628
1341,E16083,edist,2016,169,3,18,31,21,57,33,1,333
1342,E16084,edist,2016,134,0,18,24,21,38,14,0,249
1343,E16085,edist,2016,142,2,15,27,30,39,17,1,273
1344,E16086,edist,2016,97,3,12,15,24,44,4,1,200
1345,E16087,edist,2016,118,1,31,24,21,61,17,2,275
1346,E16088,edist,2016,287,11,101,66,66,227,55,1,814
